"X","long","lat","Áö¹øÁÖ¼Ò","cluster"
10402,127.0369807,37.67828701,"µµºÀ±¸",4
10403,127.0358353,37.67786262,"µµºÀ±¸",4
10404,127.0361518,37.67799036,"µµºÀ±¸",4
10405,127.0365679,37.67821919,"µµºÀ±¸",4
10406,127.0367333,37.67831803,"µµºÀ±¸",4
10407,127.036822,37.67835246,"µµºÀ±¸",4
10408,127.0348935,37.67748367,"µµºÀ±¸",4
10409,127.0351812,37.67756544,"µµºÀ±¸",4
10410,127.0357468,37.67775651,"µµºÀ±¸",4
10411,127.0355552,37.67779994,"µµºÀ±¸",4
10412,127.0349484,37.67762484,"µµºÀ±¸",4
10413,127.0459446,37.68071482,"µµºÀ±¸",4
10414,127.0453659,37.6902094,"µµºÀ±¸",4
10415,127.0452471,37.68962696,"µµºÀ±¸",4
10416,127.0452657,37.68953839,"µµºÀ±¸",4
10417,127.0452924,37.68949514,"µµºÀ±¸",4
10418,127.0453117,37.68945601,"µµºÀ±¸",4
10419,127.0453331,37.68934322,"µµºÀ±¸",4
10420,127.0456115,37.68724219,"µµºÀ±¸",4
10421,127.0455995,37.68737593,"µµºÀ±¸",4
10422,127.0456115,37.68724219,"µµºÀ±¸",4
10423,127.0456715,37.68720019,"µµºÀ±¸",4
10424,127.0456851,37.68716947,"µµºÀ±¸",4
10425,127.0458912,37.68484859,"µµºÀ±¸",4
10426,127.0458438,37.6858873,"µµºÀ±¸",4
10427,127.0458412,37.68594173,"µµºÀ±¸",4
10428,127.0458412,37.68594173,"µµºÀ±¸",4
10429,127.0458876,37.68481687,"µµºÀ±¸",4
10430,127.0458465,37.68583287,"µµºÀ±¸",4
10431,127.0458974,37.68498986,"µµºÀ±¸",4
10432,127.0458955,37.68488982,"µµºÀ±¸",4
10433,127.0457949,37.68386517,"µµºÀ±¸",4
10434,127.0457949,37.68386517,"µµºÀ±¸",4
10435,127.0457949,37.68386517,"µµºÀ±¸",4
10436,127.0457877,37.68348707,"µµºÀ±¸",4
10437,127.0457999,37.68381639,"µµºÀ±¸",4
10438,127.0458077,37.6837614,"µµºÀ±¸",4
10439,127.0457877,37.68348707,"µµºÀ±¸",4
10440,127.0457592,37.68325678,"µµºÀ±¸",4
10441,127.0456358,37.68254864,"µµºÀ±¸",4
10442,127.0457617,37.6832713,"µµºÀ±¸",4
10443,127.0456456,37.68258762,"µµºÀ±¸",4
10444,127.0457647,37.68328965,"µµºÀ±¸",4
10445,127.0457117,37.68291125,"µµºÀ±¸",4
10446,127.0457647,37.68328965,"µµºÀ±¸",4
10447,127.0456301,37.68252279,"µµºÀ±¸",4
10448,127.0457117,37.68291125,"µµºÀ±¸",4
10449,127.0454941,37.68064478,"µµºÀ±¸",4
10450,127.0454941,37.68064478,"µµºÀ±¸",4
10451,127.0454941,37.68064478,"µµºÀ±¸",4
10452,127.0454046,37.68112045,"µµºÀ±¸",4
10453,127.0453999,37.68106503,"µµºÀ±¸",4
10454,127.0454011,37.68100331,"µµºÀ±¸",4
10455,127.0453332,37.68098312,"µµºÀ±¸",4
10456,127.0453599,37.68098536,"µµºÀ±¸",4
10457,127.0454046,37.68112045,"µµºÀ±¸",4
10458,127.0448489,37.67795112,"µµºÀ±¸",4
10459,127.0448613,37.67804423,"µµºÀ±¸",4
10460,127.0448554,37.67800229,"µµºÀ±¸",4
10461,127.0450451,37.67908843,"µµºÀ±¸",4
10462,127.0445391,37.67609392,"µµºÀ±¸",4
10463,127.0445305,37.6760516,"µµºÀ±¸",4
10464,127.0445391,37.67609392,"µµºÀ±¸",4
10465,127.0445219,37.67600928,"µµºÀ±¸",4
10466,127.0442247,37.67431004,"µµºÀ±¸",4
10467,127.0442456,37.67441823,"µµºÀ±¸",4
10468,127.0442334,37.67435598,"µµºÀ±¸",4
10469,127.0442456,37.67441823,"µµºÀ±¸",4
10470,127.0442456,37.67441823,"µµºÀ±¸",4
10471,127.0440704,37.67345744,"µµºÀ±¸",4
10472,127.044077,37.67348951,"µµºÀ±¸",4
10473,127.0439765,37.67286671,"µµºÀ±¸",4
10474,127.0439593,37.67278805,"µµºÀ±¸",4
10475,127.0439765,37.67286671,"µµºÀ±¸",4
10476,127.0439665,37.67282073,"µµºÀ±¸",4
10477,127.044085,37.67352954,"µµºÀ±¸",4
10478,127.0454356,37.68870557,"µµºÀ±¸",4
10479,127.0455836,37.6875522,"µµºÀ±¸",4
10480,127.0454356,37.68870557,"µµºÀ±¸",4
10481,127.0456098,37.68765694,"µµºÀ±¸",4
10482,127.0456055,37.68759052,"µµºÀ±¸",4
10483,127.0455836,37.6875522,"µµºÀ±¸",4
10484,127.0436962,37.6798788,"µµºÀ±¸",4
10485,127.043539,37.67970747,"µµºÀ±¸",4
10486,127.0453043,37.68060457,"µµºÀ±¸",4
10487,127.0453043,37.68060457,"µµºÀ±¸",4
10488,127.0448065,37.67770085,"µµºÀ±¸",4
10489,127.0447969,37.67764416,"µµºÀ±¸",4
10490,127.0447805,37.67753405,"µµºÀ±¸",4
10491,127.043727,37.67139223,"µµºÀ±¸",4
10492,127.0437068,37.67128062,"µµºÀ±¸",4
10493,127.043727,37.67139223,"µµºÀ±¸",4
10494,127.0434607,37.66986013,"µµºÀ±¸",4
10495,127.0434547,37.66982146,"µµºÀ±¸",4
10496,127.0436781,37.67111098,"µµºÀ±¸",4
10497,127.0436781,37.67111098,"µµºÀ±¸",4
10498,127.0434607,37.66986013,"µµºÀ±¸",4
10499,127.0404394,37.67845571,"µµºÀ±¸",4
10500,127.040526,37.67863578,"µµºÀ±¸",4
10501,127.040526,37.67863578,"µµºÀ±¸",4
10502,127.0412967,37.67879256,"µµºÀ±¸",4
10503,127.041413,37.67882557,"µµºÀ±¸",4
10504,127.040526,37.67863578,"µµºÀ±¸",4
10505,127.0406658,37.67845221,"µµºÀ±¸",4
10506,127.0408796,37.67853499,"µµºÀ±¸",4
10507,127.0413538,37.67863114,"µµºÀ±¸",4
10508,127.0417541,37.67896526,"µµºÀ±¸",4
10509,127.0422917,37.67925592,"µµºÀ±¸",4
10510,127.0420549,37.67892115,"µµºÀ±¸",4
10511,127.0424736,37.67914507,"µµºÀ±¸",4
10512,127.0416735,37.67875022,"µµºÀ±¸",4
10513,127.0453666,37.68080144,"µµºÀ±¸",4
10514,127.0447282,37.68070833,"µµºÀ±¸",4
10515,127.0451271,37.6808773,"µµºÀ±¸",4
10516,127.0448895,37.68067071,"µµºÀ±¸",4
10517,127.0450546,37.68074425,"µµºÀ±¸",4
10518,127.0452111,37.68078204,"µµºÀ±¸",4
10519,127.0453369,37.68079141,"µµºÀ±¸",4
10520,127.0437786,37.68002964,"µµºÀ±¸",4
10521,127.0432448,37.67982173,"µµºÀ±¸",4
10522,127.043413,37.67996998,"µµºÀ±¸",4
10523,127.0434894,37.68002979,"µµºÀ±¸",4
10524,127.0437786,37.68002964,"µµºÀ±¸",4
10525,127.0428018,37.67934848,"µµºÀ±¸",4
10526,127.0437786,37.68002964,"µµºÀ±¸",4
10527,127.0439758,37.68028598,"µµºÀ±¸",4
10528,127.0441774,37.68028504,"µµºÀ±¸",4
10529,127.0444335,37.68043986,"µµºÀ±¸",4
10530,127.0446019,37.6805379,"µµºÀ±¸",4
10531,127.0514683,37.68306391,"µµºÀ±¸",4
10532,127.0517193,37.68392177,"µµºÀ±¸",4
10533,127.0517193,37.68392177,"µµºÀ±¸",4
10534,127.0514683,37.68306391,"µµºÀ±¸",4
10535,127.0512386,37.68225802,"µµºÀ±¸",4
10536,127.0514353,37.68543745,"µµºÀ±¸",4
10537,127.051337,37.68547787,"µµºÀ±¸",4
10538,127.0514047,37.68544687,"µµºÀ±¸",4
10539,127.0514353,37.68543745,"µµºÀ±¸",4
10540,127.0516735,37.68504552,"µµºÀ±¸",4
10541,127.051079,37.68562439,"µµºÀ±¸",4
10542,127.0517771,37.68471341,"µµºÀ±¸",4
10543,127.0501492,37.67998468,"µµºÀ±¸",4
10544,127.0510398,37.6814126,"µµºÀ±¸",4
10545,127.0463127,37.68061756,"µµºÀ±¸",4
10546,127.0466869,37.68057038,"µµºÀ±¸",4
10547,127.0473748,37.68035928,"µµºÀ±¸",4
10548,127.0484263,37.6800146,"µµºÀ±¸",4
10549,127.0495247,37.67957384,"µµºÀ±¸",4
10550,127.0500794,37.67941362,"µµºÀ±¸",4
10551,127.0501873,37.67938201,"µµºÀ±¸",4
10552,127.0504169,37.67929718,"µµºÀ±¸",4
10553,127.050524,37.67964619,"µµºÀ±¸",4
10554,127.0508967,37.68069283,"µµºÀ±¸",4
10555,127.0506897,37.67999657,"µµºÀ±¸",4
10556,127.05059,37.67984674,"µµºÀ±¸",4
10557,127.050524,37.67964619,"µµºÀ±¸",4
10558,127.0466314,37.68079229,"µµºÀ±¸",4
10559,127.0471508,37.68065101,"µµºÀ±¸",4
10560,127.047178,37.68064784,"µµºÀ±¸",4
10561,127.0472938,37.68066524,"µµºÀ±¸",4
10562,127.0473145,37.68066254,"µµºÀ±¸",4
10563,127.0478311,37.68049199,"µµºÀ±¸",4
10564,127.0497302,37.67945987,"µµºÀ±¸",4
10565,127.0462117,37.68067279,"µµºÀ±¸",4
10566,127.0462536,37.68065667,"µµºÀ±¸",4
10567,127.0463127,37.68061756,"µµºÀ±¸",4
10568,127.0510398,37.6814126,"µµºÀ±¸",4
10569,127.0461043,37.68062877,"µµºÀ±¸",4
10570,127.0491046,37.68000698,"µµºÀ±¸",4
10571,127.0501208,37.67967183,"µµºÀ±¸",4
10572,127.0482072,37.68031058,"µµºÀ±¸",4
10573,127.0491046,37.68000698,"µµºÀ±¸",4
10574,127.0502791,37.67987157,"µµºÀ±¸",4
10575,127.0503634,37.67987734,"µµºÀ±¸",4
10576,127.0504868,37.67988279,"µµºÀ±¸",4
10577,127.0505451,37.679863,"µµºÀ±¸",4
10578,127.0479668,37.68044815,"µµºÀ±¸",4
10579,127.0479668,37.68044815,"µµºÀ±¸",4
10580,127.0476622,37.68070683,"µµºÀ±¸",4
10581,127.0502338,37.68721519,"µµºÀ±¸",4
10582,127.0505189,37.68677199,"µµºÀ±¸",4
10583,127.0505189,37.68677199,"µµºÀ±¸",4
10584,127.0494439,37.69157457,"µµºÀ±¸",4
10585,127.049354,37.69171587,"µµºÀ±¸",4
10586,127.0308803,37.66200308,"µµºÀ±¸",4
10587,127.0312008,37.66203175,"µµºÀ±¸",4
10588,127.0278711,37.66171396,"µµºÀ±¸",4
10589,127.0275918,37.66168913,"µµºÀ±¸",4
10590,127.0299695,37.66215658,"µµºÀ±¸",4
10591,127.0278371,37.66195038,"µµºÀ±¸",4
10592,127.028382,37.66199952,"µµºÀ±¸",4
10593,127.0278371,37.66195038,"µµºÀ±¸",4
10594,127.0278711,37.66171396,"µµºÀ±¸",4
10595,127.0308803,37.66200308,"µµºÀ±¸",4
10596,127.0299695,37.66215658,"µµºÀ±¸",4
10597,127.028382,37.66199952,"µµºÀ±¸",4
10598,127.0294981,37.66210885,"µµºÀ±¸",4
10599,127.0298882,37.66214773,"µµºÀ±¸",4
10600,127.0311473,37.6622565,"µµºÀ±¸",4
10601,127.0311473,37.6622565,"µµºÀ±¸",4
10602,127.0274001,37.66177603,"µµºÀ±¸",4
10603,127.0275648,37.66192915,"µµºÀ±¸",4
10604,127.0481468,37.66814776,"µµºÀ±¸",4
10605,127.0480938,37.66859576,"µµºÀ±¸",4
10606,127.04811,37.66866491,"µµºÀ±¸",4
10607,127.0482743,37.66895903,"µµºÀ±¸",4
10608,127.0483737,37.66826481,"µµºÀ±¸",4
10609,127.0484647,37.66784774,"µµºÀ±¸",4
10610,127.0482743,37.66895903,"µµºÀ±¸",4
10611,127.0482743,37.66895903,"µµºÀ±¸",4
10612,127.0483737,37.66826481,"µµºÀ±¸",4
10613,127.0314295,37.66228169,"µµºÀ±¸",4
10614,127.0314295,37.66228169,"µµºÀ±¸",4
10615,127.042203,37.66293741,"µµºÀ±¸",4
10616,127.039913,37.66296697,"µµºÀ±¸",4
10617,127.039913,37.66296697,"µµºÀ±¸",4
10618,127.0398479,37.66297657,"µµºÀ±¸",4
10619,127.0392288,37.66298729,"µµºÀ±¸",4
10620,127.0392785,37.66298805,"µµºÀ±¸",4
10621,127.0392785,37.66298805,"µµºÀ±¸",4
10622,127.0385181,37.66298953,"µµºÀ±¸",4
10623,127.0384734,37.66298912,"µµºÀ±¸",4
10624,127.0385181,37.66298953,"µµºÀ±¸",4
10625,127.0377617,37.66299425,"µµºÀ±¸",4
10626,127.0377141,37.66299534,"µµºÀ±¸",4
10627,127.0377617,37.66299425,"µµºÀ±¸",4
10628,127.0374848,37.66299752,"µµºÀ±¸",4
10629,127.0374848,37.66299752,"µµºÀ±¸",4
10630,127.0438025,37.66951301,"µµºÀ±¸",4
10631,127.0428177,37.66296043,"µµºÀ±¸",4
10632,127.0428177,37.66296043,"µµºÀ±¸",4
10633,127.0489276,37.66676384,"µµºÀ±¸",4
10634,127.0509406,37.66216658,"µµºÀ±¸",4
10635,127.0508254,37.66210003,"µµºÀ±¸",4
10636,127.0508178,37.66207711,"µµºÀ±¸",4
10637,127.0508016,37.66181612,"µµºÀ±¸",4
10638,127.050878,37.66152693,"µµºÀ±¸",4
10639,127.0498721,37.66563225,"µµºÀ±¸",4
10640,127.050326,37.66501371,"µµºÀ±¸",4
10641,127.0507487,37.66415969,"µµºÀ±¸",4
10642,127.0508862,37.66328067,"µµºÀ±¸",4
10643,127.0503947,37.66491217,"µµºÀ±¸",4
10644,127.0507382,37.6641962,"µµºÀ±¸",4
10645,127.0492988,37.66620344,"µµºÀ±¸",4
10646,127.0495797,37.66586905,"µµºÀ±¸",4
10647,127.0509406,37.66216658,"µµºÀ±¸",4
10648,127.0509463,37.66181635,"µµºÀ±¸",4
10649,127.0509375,37.66173815,"µµºÀ±¸",4
10650,127.0508862,37.66328067,"µµºÀ±¸",4
10651,127.0509087,37.66304275,"µµºÀ±¸",4
10652,127.0485902,37.66746012,"µµºÀ±¸",4
10653,127.0489276,37.66676384,"µµºÀ±¸",4
10654,127.0424297,37.66386032,"µµºÀ±¸",4
10655,127.0313057,37.66227065,"µµºÀ±¸",4
10656,127.0317823,37.66208448,"µµºÀ±¸",4
10657,127.0315958,37.66206494,"µµºÀ±¸",4
10658,127.0315264,37.66205842,"µµºÀ±¸",4
10659,127.033128,37.66248289,"µµºÀ±¸",4
10660,127.0347402,37.66242843,"µµºÀ±¸",4
10661,127.0331999,37.66224674,"µµºÀ±¸",4
10662,127.0345513,37.66264702,"µµºÀ±¸",4
10663,127.0330532,37.6624722,"µµºÀ±¸",4
10664,127.0331258,37.66223853,"µµºÀ±¸",4
10665,127.0345895,37.66241235,"µµºÀ±¸",4
10666,127.0330929,37.66223515,"µµºÀ±¸",4
10667,127.0347175,37.6626678,"µµºÀ±¸",4
10668,127.0331999,37.66224674,"µµºÀ±¸",4
10669,127.0345895,37.66241235,"µµºÀ±¸",4
10670,127.0329788,37.66246244,"µµºÀ±¸",4
10671,127.033128,37.66248289,"µµºÀ±¸",4
10672,127.0345513,37.66264702,"µµºÀ±¸",4
10673,127.0349037,37.66244702,"µµºÀ±¸",4
10674,127.0348837,37.66268859,"µµºÀ±¸",4
10675,127.0361289,37.66283342,"µµºÀ±¸",4
10676,127.0361792,37.66283934,"µµºÀ±¸",4
10677,127.0348837,37.66268859,"µµºÀ±¸",4
10678,127.0349037,37.66244702,"µµºÀ±¸",4
10679,127.0361584,37.66260206,"µµºÀ±¸",4
10680,127.0361006,37.66259548,"µµºÀ±¸",4
10681,127.0361792,37.66283934,"µµºÀ±¸",4
10682,127.0362161,37.66260865,"µµºÀ±¸",4
10683,127.0372721,37.66297172,"µµºÀ±¸",4
10684,127.0372721,37.66297172,"µµºÀ±¸",4
10685,127.0373785,37.66298462,"µµºÀ±¸",4
10686,127.0381393,37.66299062,"µµºÀ±¸",4
10687,127.0391586,37.66274036,"µµºÀ±¸",4
10688,127.0381393,37.66299062,"µµºÀ±¸",4
10689,127.0392659,37.66273825,"µµºÀ±¸",4
10690,127.0380992,37.66299035,"µµºÀ±¸",4
10691,127.0375617,37.66275972,"µµºÀ±¸",4
10692,127.0391586,37.66274036,"µµºÀ±¸",4
10693,127.0375617,37.66275972,"µµºÀ±¸",4
10694,127.0373507,37.66273905,"µµºÀ±¸",4
10695,127.0392659,37.66273825,"µµºÀ±¸",4
10696,127.0374562,37.66274939,"µµºÀ±¸",4
10697,127.0392123,37.66273931,"µµºÀ±¸",4
10698,127.0373507,37.66273905,"µµºÀ±¸",4
10699,127.0408312,37.66294693,"µµºÀ±¸",4
10700,127.0408246,37.66279663,"µµºÀ±¸",4
10701,127.0408224,37.66271878,"µµºÀ±¸",4
10702,127.0408224,37.66271878,"µµºÀ±¸",4
10703,127.0425104,37.66294892,"µµºÀ±¸",4
10704,127.0424607,37.66267273,"µµºÀ±¸",4
10705,127.0427591,37.66265752,"µµºÀ±¸",4
10706,127.0421879,37.66279284,"µµºÀ±¸",4
10707,127.0421125,37.66196767,"µµºÀ±¸",4
10708,127.0427832,37.66279651,"µµºÀ±¸",4
10709,127.0434125,37.66955518,"µµºÀ±¸",4
10710,127.0436166,37.66953312,"µµºÀ±¸",4
10711,127.0434125,37.66955518,"µµºÀ±¸",4
10712,127.0432427,37.66857526,"µµºÀ±¸",4
10713,127.0432367,37.6685465,"µµºÀ±¸",4
10714,127.043215,37.66839825,"µµºÀ±¸",4
10715,127.0430073,37.66719612,"µµºÀ±¸",4
10716,127.0429559,37.66690791,"µµºÀ±¸",4
10717,127.0427845,37.66594487,"µµºÀ±¸",4
10718,127.0428178,37.66612148,"µµºÀ±¸",4
10719,127.0428083,37.66607641,"µµºÀ±¸",4
10720,127.0429824,37.66706183,"µµºÀ±¸",4
10721,127.0429559,37.66690791,"µµºÀ±¸",4
10722,127.0427845,37.66594487,"µµºÀ±¸",4
10723,127.0433776,37.66701439,"µµºÀ±¸",4
10724,127.0433776,37.66701439,"µµºÀ±¸",4
10725,127.0425521,37.66453456,"µµºÀ±¸",4
10726,127.0425751,37.66467228,"µµºÀ±¸",4
10727,127.042653,37.66520102,"µµºÀ±¸",4
10728,127.0426588,37.66523398,"µµºÀ±¸",4
10729,127.0425751,37.66467228,"µµºÀ±¸",4
10730,127.0425648,37.6646099,"µµºÀ±¸",4
10731,127.0426451,37.66515561,"µµºÀ±¸",4
10732,127.0425751,37.66467228,"µµºÀ±¸",4
10733,127.0273785,37.66191458,"µµºÀ±¸",4
10734,127.0273785,37.66191458,"µµºÀ±¸",4
10735,127.0296262,37.6441524,"µµºÀ±¸",2
10736,127.029314,37.64405895,"µµºÀ±¸",2
10737,127.0302929,37.64349593,"µµºÀ±¸",2
10738,127.0309539,37.64308533,"µµºÀ±¸",2
10739,127.029314,37.64405895,"µµºÀ±¸",2
10740,127.0298142,37.64380854,"µµºÀ±¸",2
10741,127.0294166,37.64408402,"µµºÀ±¸",2
10742,127.0287277,37.64443095,"µµºÀ±¸",2
10743,127.0289211,37.64425855,"µµºÀ±¸",2
10744,127.0396111,37.65724953,"µµºÀ±¸",4
10745,127.0393331,37.6567789,"µµºÀ±¸",4
10746,127.0393963,37.6568907,"µµºÀ±¸",4
10747,127.0396386,37.65729738,"µµºÀ±¸",4
10748,127.040331,37.65844439,"µµºÀ±¸",4
10749,127.0398692,37.65770371,"µµºÀ±¸",4
10750,127.0393963,37.6568907,"µµºÀ±¸",4
10751,127.0395806,37.65718992,"µµºÀ±¸",4
10752,127.038279,37.65500173,"µµºÀ±¸",4
10753,127.0392607,37.65664962,"µµºÀ±¸",4
10754,127.038279,37.65500173,"µµºÀ±¸",4
10755,127.0382257,37.65491411,"µµºÀ±¸",4
10756,127.0378413,37.65427634,"µµºÀ±¸",4
10757,127.0378671,37.65431698,"µµºÀ±¸",4
10758,127.0378928,37.65435762,"µµºÀ±¸",4
10759,127.0378928,37.65435762,"µµºÀ±¸",4
10760,127.0382523,37.65495792,"µµºÀ±¸",4
10761,127.0375089,37.65369981,"µµºÀ±¸",4
10762,127.0375593,37.6537858,"µµºÀ±¸",4
10763,127.0375378,37.65375059,"µµºÀ±¸",4
10764,127.0404152,37.6585784,"µµºÀ±¸",4
10765,127.0404152,37.6585784,"µµºÀ±¸",4
10766,127.0403731,37.65851139,"µµºÀ±¸",4
10767,127.0416642,37.66068643,"µµºÀ±¸",4
10768,127.0420441,37.66158583,"µµºÀ±¸",4
10769,127.0420441,37.66158583,"µµºÀ±¸",4
10770,127.0418288,37.66100257,"µµºÀ±¸",4
10771,127.0416392,37.66064393,"µµºÀ±¸",4
10772,127.0416873,37.66072266,"µµºÀ±¸",4
10773,127.0409277,37.65945562,"µµºÀ±¸",4
10774,127.0410276,37.65960151,"µµºÀ±¸",4
10775,127.0410276,37.65960151,"µµºÀ±¸",4
10776,127.0409777,37.65952856,"µµºÀ±¸",4
10777,127.0411737,37.65984226,"µµºÀ±¸",4
10778,127.0309981,37.64323845,"µµºÀ±¸",2
10779,127.031083,37.64332165,"µµºÀ±¸",2
10780,127.0316194,37.64389565,"µµºÀ±¸",2
10781,127.031083,37.64332165,"µµºÀ±¸",2
10782,127.0309132,37.64315524,"µµºÀ±¸",2
10783,127.0317412,37.64406288,"µµºÀ±¸",2
10784,127.036758,37.65243988,"µµºÀ±¸",4
10785,127.0363412,37.65175655,"µµºÀ±¸",2
10786,127.03637,37.65179873,"µµºÀ±¸",2
10787,127.0363988,37.6518409,"µµºÀ±¸",2
10788,127.0361635,37.65147995,"µµºÀ±¸",2
10789,127.036788,37.65249081,"µµºÀ±¸",4
10790,127.0368388,37.65257292,"µµºÀ±¸",4
10791,127.0368949,37.65266127,"µµºÀ±¸",4
10792,127.0362765,37.65165062,"µµºÀ±¸",2
10793,127.0360136,37.65120262,"µµºÀ±¸",2
10794,127.0357562,37.65076438,"µµºÀ±¸",2
10795,127.0355774,37.65045385,"µµºÀ±¸",2
10796,127.0358291,37.65088323,"µµºÀ±¸",2
10797,127.0356061,37.6505015,"µµºÀ±¸",2
10798,127.0351354,37.64971637,"µµºÀ±¸",2
10799,127.0360818,37.65134432,"µµºÀ±¸",2
10800,127.0358665,37.65094254,"µµºÀ±¸",2
10801,127.0351214,37.64969408,"µµºÀ±¸",2
10802,127.0351096,37.64967562,"µµºÀ±¸",2
10803,127.0348649,37.64928066,"µµºÀ±¸",2
10804,127.0348895,37.64931448,"µµºÀ±¸",2
10805,127.0349068,37.64934201,"µµºÀ±¸",2
10806,127.0343791,37.6484344,"µµºÀ±¸",2
10807,127.0340246,37.64783833,"µµºÀ±¸",2
10808,127.034059,37.64789793,"µµºÀ±¸",2
10809,127.0344041,37.64847557,"µµºÀ±¸",2
10810,127.0340437,37.6478716,"µµºÀ±¸",2
10811,127.034429,37.64851675,"µµºÀ±¸",2
10812,127.034429,37.64851675,"µµºÀ±¸",2
10813,127.0333421,37.6466882,"µµºÀ±¸",2
10814,127.0332859,37.64660016,"µµºÀ±¸",2
10815,127.0333421,37.6466882,"µµºÀ±¸",2
10816,127.0332439,37.6465329,"µµºÀ±¸",2
10817,127.0323122,37.64497022,"µµºÀ±¸",2
10818,127.032133,37.64467534,"µµºÀ±¸",2
10819,127.0321614,37.64472258,"µµºÀ±¸",2
10820,127.0323122,37.64497022,"µµºÀ±¸",2
10821,127.0321046,37.6446281,"µµºÀ±¸",2
10822,127.0534127,37.65606811,"µµºÀ±¸",4
10823,127.0537175,37.65494022,"µµºÀ±¸",4
10824,127.0537246,37.65392444,"µµºÀ±¸",4
10825,127.0537175,37.65494022,"µµºÀ±¸",4
10826,127.0537452,37.65436139,"µµºÀ±¸",4
10827,127.0534127,37.65606811,"µµºÀ±¸",4
10828,127.0508231,37.66037418,"µµºÀ±¸",4
10829,127.0508457,37.66032554,"µµºÀ±¸",4
10830,127.0517197,37.6592691,"µµºÀ±¸",4
10831,127.0517197,37.6592691,"µµºÀ±¸",4
10832,127.0525771,37.65718815,"µµºÀ±¸",4
10833,127.0525884,37.65722187,"µµºÀ±¸",4
10834,127.0523631,37.65706545,"µµºÀ±¸",4
10835,127.0537429,37.65225672,"µµºÀ±¸",4
10836,127.0536736,37.65231178,"µµºÀ±¸",4
10837,127.0537429,37.65225672,"µµºÀ±¸",4
10838,127.0538738,37.65010837,"µµºÀ±¸",4
10839,127.0540475,37.6496018,"µµºÀ±¸",4
10840,127.0537194,37.65309027,"µµºÀ±¸",4
10841,127.0537429,37.65225672,"µµºÀ±¸",4
10842,127.0537704,37.65157767,"µµºÀ±¸",4
10843,127.0538078,37.65084336,"µµºÀ±¸",4
10844,127.0537194,37.65309027,"µµºÀ±¸",4
10845,127.0538078,37.65084336,"µµºÀ±¸",4
10846,127.0541613,37.64938773,"µµºÀ±¸",4
10847,127.0522096,37.65818048,"µµºÀ±¸",4
10848,127.0526185,37.65752927,"µµºÀ±¸",4
